"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"11763",42981138,"Worst Place Ever for Creatives (We're Fun/Safe) #5",73496118,"Matt","Brooklyn","Bushwick",40.6857,-73.91171,"Shared room",17,5,2,2020-09-01,0.18,8,67
"11764",43129855,"Alohause | Broadway | Bright room + Fitness Center",257802323,"","Manhattan","Theater District",40.7591,-73.98412,"Private room",68,30,2,2020-09-01,0.24,26,185
"11765",43163079,"Awesome 1BR walk to NYU Langone hospital",171812142,"Blanca","Manhattan","Kips Bay",40.74332,-73.98078,"Entire home/apt",125,30,2,2020-09-01,0.2,3,177
"11766",43212398,"Wall St | Luxurious Room + Financial Dt",336064553,"","Manhattan","Financial District",40.70599,-74.00729,"Private room",59,30,1,2020-09-01,0.14,42,192
"11767",43831692,"3-BEDROOM APARTMENT AT UPPER EAST SIDE MANHATTAN",156295223,"Abigael","Manhattan","Upper East Side",40.777,-73.95164,"Entire home/apt",330,30,1,2020-09-01,0.13,9,326
"11768",888905,"Private bedroom, next to Mt. Sinai hospital",4714927,"Elisa","Manhattan","East Harlem",40.79047,-73.94865,"Private room",124,1,74,2020-09-02,0.89,4,38
"11769",20780688,"Small studio in the heart of hells kitchen",52287004,"Micipsa","Manhattan","Hell's Kitchen",40.76523,-73.99248,"Entire home/apt",78,30,105,2020-09-02,2.45,1,0
"11770",21216288,"Spacious Apartment + Bushwick Backyard",5022142,"Yoni","Queens","Ridgewood",40.70625,-73.91486,"Entire home/apt",70,45,8,2020-09-02,0.22,1,57
"11771",23789480,"Queen Charlotte’s in B’klyn  (for 1 guest)",37401126,"Leah","Brooklyn","East Flatbush",40.64141,-73.94054,"Private room",40,2,90,2020-09-02,2.42,4,345
"11772",25674366,"Mid Century Modern Williamsburg Condo",9038810,"Sanjay","Brooklyn","Williamsburg",40.71541,-73.95562,"Entire home/apt",225,14,20,2020-09-02,0.59,1,9
"11773",26884438,"Excellent Private Room - Laundry in Prime WillyB",141204841,"Ivy And Andrew","Brooklyn","Williamsburg",40.71087,-73.9647,"Private room",99,2,73,2020-09-02,2.29,1,365
"11774",29391852,"Room in heart of Bushwick with private entrance",131305000,"David And Patricia","Brooklyn","Bushwick",40.69536,-73.91166,"Private room",70,1,31,2020-09-02,1.03,1,156
"11775",41195451,"Modern Architectural beauty boutique stay",22375303,"Danielle","Brooklyn","Crown Heights",40.6655,-73.9308,"Entire home/apt",176,5,3,2020-09-02,0.21,2,287
"11776",44434069,"Cozy 1bdr Apartment near Subway. 30 min to Midtown",10711933,"","Brooklyn","Sheepshead Bay",40.60357,-73.95972,"Entire home/apt",120,10,1,2020-09-02,0.14,1,81
"11777",44532220,"FINALLY  YOUR PRIVATE  HOME  AWAY  FROM HOME!*****",330209479,"Pauline","Bronx","Baychester",40.87412,-73.85098,"Private room",55,30,1,2020-09-02,0.14,1,365
"11778",894015,"Boldera: Your Home Away From Home",4622027,"Damon And Kent","Brooklyn","Bedford-Stuyvesant",40.68116,-73.92979,"Entire home/apt",129,2,161,2020-09-03,1.62,1,0
"11779",12806356,"SALE: Perfect WFH:Stylish Artist Loft/Disinfected",8416362,"Margaret","Queens","Long Island City",40.74151,-73.95578,"Entire home/apt",175,30,18,2020-09-03,0.31,1,129
"11780",14006823,"Great Studio near Time Square",51501835,"Jeniffer","Manhattan","Hell's Kitchen",40.76411,-73.99371,"Entire home/apt",68,30,9,2020-09-03,0.16,152,331
"11781",21283357,"Brand New Fully Remodeled Modern House",153988027,"Zain","Queens","Woodside",40.7427,-73.90125,"Entire home/apt",255,4,60,2020-09-03,1.72,3,365
"11782",23385738,"Male room 2 minutes from East Broadway station III",39528519,"Max","Manhattan","Lower East Side",40.71335,-73.98572,"Shared room",36,4,3,2020-09-03,0.17,38,361
"11783",40971650,"Modern 1BR in Upper West Side, Pet-Friendly",48005494,"Zeus","Manhattan","Upper West Side",40.77238,-73.98237,"Entire home/apt",185,30,1,2020-09-03,0.14,38,0
"11784",44477636,"Home Away from Home",220480440,"Erica And Jose","Queens","Glendale",40.70121,-73.88202,"Private room",40,30,2,2020-09-03,0.25,3,283
"11785",44492172,"Cheap rooms",317753350,"Xavier","Brooklyn","Bushwick",40.69743,-73.92144,"Private room",45,1,2,2020-09-03,0.26,1,0
"11786",10962,"Lovely Room 2; Garden; Best area, Legal",9744,"Laurie","Brooklyn","South Slope",40.66692,-73.98981,"Private room",92,4,181,2020-09-04,1.29,3,365
"11787",484312,"Loft-Like Park Slope 3bdr Duplex",2306962,"Hana","Brooklyn","South Slope",40.66029,-73.98566,"Entire home/apt",300,2,34,2020-09-04,0.41,1,20
"11788",796523,"Rustic Modern Duplex Brownstone",4195861,"Doris","Brooklyn","Crown Heights",40.67802,-73.95476,"Entire home/apt",171,7,17,2020-09-04,0.26,2,54
"11789",964379,"Water Views 3 Bed Home W/ Parking.",555739,"Rosana","Brooklyn","Bay Ridge",40.63502,-74.03785,"Entire home/apt",200,30,17,2020-09-04,0.41,1,312
"11790",3848431,"Apt in Harlem 1 month minimun stay",19839188,"Dolores","Manhattan","Harlem",40.81923,-73.95248,"Entire home/apt",120,25,11,2020-09-04,0.14,1,322
"11791",7456166,"Big 1 Bdrm; Roberta's / Morgan L with roofdeck",36849759,"Peter","Brooklyn","Bushwick",40.70208,-73.9328,"Entire home/apt",110,30,134,2020-09-04,2.06,1,297
"11792",11543453,"Hudson COLUMBIA PRESBYTERIAN MED CTR * Studio Apt*",25237492,"Juliana","Manhattan","Washington Heights",40.84147,-73.94006,"Entire home/apt",85,30,10,2020-09-04,0.18,34,305
"11793",16341416,"Sunny room in BK for your NYC stay!",40146897,"Eric","Brooklyn","Crown Heights",40.67372,-73.92208,"Private room",24,30,54,2020-09-04,1.04,4,0
"11794",24308928,"3 BR Apt In Richmond Hill Family Oriented Home",65421561,"Tomasz","Queens","Richmond Hill",40.69726,-73.84258,"Entire home/apt",249,1,52,2020-09-04,1.81,1,24
"11795",29688903,"Joy room near Columbia Uni",223431101,"Stella","Manhattan","Morningside Heights",40.80419,-73.96513,"Private room",69,1,31,2020-09-04,1.06,3,163
"11796",36943496,"Roommate Share in Beautiful Duplex, Bedstuy A,C #2",272504878,"Lana","Brooklyn","Bedford-Stuyvesant",40.68211,-73.94838,"Private room",45,30,2,2020-09-04,0.1,3,39
"11797",65615,"Farmhouse Apartment in Williamsburg",320761,"Valerie","Brooklyn","Williamsburg",40.7106,-73.95178,"Entire home/apt",85,10,56,2020-09-05,0.45,1,0
"11798",3283626,"Park Slope family flat | bright, open oasis",2597895,"","Brooklyn","Park Slope",40.68005,-73.97527,"Entire home/apt",183,30,5,2020-09-05,0.06,1,226
"11799",9047816,"Beautiful Home 1 Stop from Midtown",2660650,"Allan (& Max)","Queens","Long Island City",40.74801,-73.94028,"Private room",100,3,65,2020-09-05,1.08,1,356
"11800",9238214,"Sublet Cozy Spacious Private Room near Manhattan",48016303,"Nelson","Queens","Astoria",40.75579,-73.91767,"Private room",35,2,10,2020-09-05,0.15,1,0
"11801",9544410,"Large 1-bedroom near Times Square (3rd Floor)",49015331,"Iradj","Manhattan","Hell's Kitchen",40.76136,-73.99226,"Entire home/apt",285,30,123,2020-09-05,1.89,2,365
"11802",13220720,"Charming Bedroom in E. Williamsburg by Graham Av L",74112289,"Jean","Brooklyn","Williamsburg",40.71748,-73.94119,"Private room",52,14,14,2020-09-05,0.24,2,0
"11803",20708503,"Private Room with Key",148242106,"Jon","Manhattan","Washington Heights",40.85143,-73.94203,"Private room",19,30,37,2020-09-05,0.85,1,154
"11804",21794374,"@the 💖 Of Queens.very safe close to 🚉🛬🚎&all.B",60291768,"Kim","Queens","Elmhurst",40.73839,-73.87279,"Entire home/apt",110,4,61,2020-09-05,1.5,1,90
"11805",21868424,"Prospect Heights Room",6938506,"Karina","Brooklyn","Prospect Heights",40.67975,-73.96758,"Private room",70,30,25,2020-09-05,0.61,1,0
"11806",23322944,"Beautiful huge 2BR loft DUMBO apartment",173686472,"Jacqueline","Brooklyn","DUMBO",40.70207,-73.98746,"Entire home/apt",300,14,3,2020-09-05,0.08,1,119
"11807",30254229,"NEW! Fam friendly, spacious BK townhouse",3624487,"Christina","Brooklyn","Crown Heights",40.67211,-73.91404,"Entire home/apt",146,3,70,2020-09-05,2.5,1,274
"11808",30559819,"Urban Oasis II",2522815,"Tricia","Brooklyn","Sunset Park",40.66271,-73.99401,"Entire home/apt",150,2,2,2020-09-05,0.13,2,26
"11809",32533738,"Suite Donna Dina - free Street Parking+wifi",219738858,"Joe","Manhattan","East Village",40.72929,-73.98314,"Entire home/apt",95,4,36,2020-09-05,1.4,5,1
"11810",38569023,"Oteli Entire 2 BR by Central Park W/D Pet Allowed",294141144,"Oteli","Manhattan","Upper West Side",40.79691,-73.96191,"Entire home/apt",175,30,3,2020-09-05,0.19,6,47
"11811",38694964,"Very cozy and super clean spacious!Great location",154763419,"Stephania","Brooklyn","Kensington",40.64075,-73.97148,"Private room",60,1,17,2020-09-05,0.91,1,87
"11812",44004064,"Quintessential NYC Loft Space with Manhattan Views",74119429,"James","Brooklyn","DUMBO",40.70288,-73.98717,"Entire home/apt",150,30,1,2020-09-05,0.14,1,0
"11813",44288244,"Huge Private Room/Suite @ Ferry.",117492425,"Dine","Staten Island","St. George",40.64584,-74.0792,"Private room",45,30,1,2020-09-05,0.14,8,365
"11814",44405913,"NYC studio at Central Park",1000596,"Dr. Nuné","Manhattan","Upper East Side",40.76261,-73.96909,"Entire home/apt",170,3,1,2020-09-05,0.14,1,0
"11815",45075656,"A spacious loft apartment in TriBeCa, Manhattan.",34056732,"Chi Woon","Manhattan","Tribeca",40.71634,-74.00902,"Entire home/apt",95,1,1,2020-09-05,0.14,1,7
"11816",818337,"Quick travel to NYC! Great Room with Private Bath3",4241953,"Celeste","Queens","Flushing",40.75857,-73.81008,"Private room",57,3,24,2020-09-06,0.24,2,360
"11817",6866960,"Oasis Near Brooklyn College, KCH and Downstate",35983559,"Laura","Brooklyn","East Flatbush",40.63913,-73.94997,"Entire home/apt",140,5,105,2020-09-06,1.51,1,319
"11818",8974316,"Great room in Upper Manhattan, New York!!!",4154037,"Rajiv","Manhattan","Harlem",40.82378,-73.94624,"Private room",53,30,24,2020-09-06,0.42,2,0
"11819",9146595,"Super Cozy Private Apt on Gnd Fl. in Brooklyn Home",835110,"Charlotte","Brooklyn","Bedford-Stuyvesant",40.68954,-73.92682,"Entire home/apt",116,2,155,2020-09-06,2.34,1,222
"11820",10482409,"Individual Cubicle Room in NYC/not shared/just you",16677326,"Alex And Zeena","Manhattan","Chelsea",40.74864,-73.99564,"Private room",53,1,195,2020-09-06,3.16,12,363
"11821",13154343,"Spacious Modern Alcove Studio in a Luxury Building",13739649,"Alexander","Manhattan","Hell's Kitchen",40.76349,-73.99187,"Entire home/apt",120,30,43,2020-09-06,0.73,1,19
"11822",14628080,"Elegant Studio in the Heart of Harlem",4548229,"Brinton","Manhattan","Harlem",40.80603,-73.94733,"Entire home/apt",149,30,89,2020-09-06,1.6,3,294
"11823",18188904,"Cheap stay in exchange for cat-sitting! 3/16-4/12",62639334,"","Brooklyn","Crown Heights",40.67808,-73.94937,"Private room",14,30,8,2020-09-06,0.19,1,2
"11824",20966555,"汤姆公寓",25774748,"Dong Ming","Queens","Flushing",40.76426,-73.8324,"Private room",443,1,5,2020-09-06,0.12,2,180
"11825",20997574,"Spacious & Bright apt in Soho (Top 1% ♥ NYC pick)",40507331,"Arnaud","Manhattan","Little Italy",40.72048,-73.99713,"Entire home/apt",325,3,12,2020-09-06,0.28,1,0
"11826",21160614,"Renovated townhouse with back yard",5124670,"Carrie","Brooklyn","Williamsburg",40.71449,-73.94119,"Entire home/apt",399,2,4,2020-09-06,0.17,1,0
"11827",22192285,"City accommodation-1br",162152103,"Sarah","Manhattan","Upper East Side",40.77198,-73.95141,"Entire home/apt",73,100,10,2020-09-06,0.3,1,329
"11828",23092112,"Great place! Great location! Great price!",142144113,"Samantha","Brooklyn","Flatbush",40.65368,-73.96329,"Entire home/apt",69,30,7,2020-09-06,0.18,1,347
"11829",24162261,"Spacious 1st floor apartment.",83377687,"Fernando","Queens","Jackson Heights",40.75414,-73.85671,"Entire home/apt",130,2,73,2020-09-06,2.01,2,0
"11830",25782709,"Spacious Private Room Near A C train in Brooklyn",32708211,"Patnaree","Brooklyn","Bedford-Stuyvesant",40.67899,-73.93664,"Private room",47,1,85,2020-09-06,2.51,6,299
"11831",26194606,"Brooklyn Oasis in Beautiful Bay Ridge",64825520,"Anthony","Brooklyn","Fort Hamilton",40.61961,-74.03627,"Entire home/apt",250,2,24,2020-09-06,0.7,1,157
"11832",28165121,"Large, Sunny Retreat- B/Q subway, Prospect Park!",47050813,"Jewel","Brooklyn","Flatbush",40.65003,-73.96403,"Private room",70,1,58,2020-09-06,1.83,2,67
"11833",29731625,"Sunlit Spacious Apartment in Brooklyn",30177875,"Bree","Brooklyn","Crown Heights",40.67533,-73.95742,"Entire home/apt",85,14,10,2020-09-06,0.36,1,0
"11834",31177794,"Spacious, cozy Private room 10 min from Manhattan",233066892,"Millind","Brooklyn","Sunset Park",40.66091,-73.9972,"Private room",55,1,6,2020-09-06,0.22,1,0
"11835",32423962,"Cozy&Bright room in Queens♪Good subway access!",200239515,"Shogo","Queens","Woodside",40.744,-73.89253,"Private room",27,30,2,2020-09-06,0.11,86,53
"11836",40200946,"Heart of queens beautiful family style house",245457246,"Nurul","Queens","Jamaica",40.69349,-73.78731,"Entire home/apt",189,30,9,2020-09-06,0.56,1,180
"11837",40779903,"New Large Studio Suite at ""Casa Carbone""!",38647230,"Frank","Bronx","Pelham Bay",40.84696,-73.8277,"Entire home/apt",124,30,1,2020-09-06,0.14,1,0
"11838",40891382,"Bright Spacious Cozy Bedroom in Lower East Side",6621292,"Léa","Manhattan","Lower East Side",40.71012,-73.98752,"Private room",57,30,2,2020-09-06,0.13,1,0
"11839",41155969,"NewPlace 5(Entire apartment)",187908645,"Jimmy","Queens","Flushing",40.75602,-73.83149,"Entire home/apt",90,1,7,2020-09-06,0.46,4,69
"11840",42074806,"The Wabbit Hole",333624974,"Bernard J","Brooklyn","Bedford-Stuyvesant",40.68489,-73.92689,"Entire home/apt",249,2,4,2020-09-06,0.29,3,322
"11841",43600618,"Affordable, cozy room in great location -Manhattan",182375406,"Fanny","Manhattan","Harlem",40.82532,-73.94883,"Private room",25,30,1,2020-09-06,0.14,1,227
"11842",43869863,"Room near the Beach...Bay ..and all the Hot spots",168054716,"Nanonte","Queens","Rockaway Beach",40.58856,-73.81498,"Private room",97,1,2,2020-09-06,0.21,2,364
"11843",43887651,"Artist Suite with Private Full Bath",42893832,"Michael J","Brooklyn","Flatbush",40.64214,-73.95746,"Private room",48,30,2,2020-09-06,0.24,1,0
"11844",62787,"C Private Room By The Ferry",303939,"Lissette","Staten Island","Tompkinsville",40.63506,-74.08384,"Private room",30,30,202,2020-09-07,1.62,5,162
"11845",270345,"DESIGNER EAST VILLAGE APARTMENT",1415590,"Cameron","Manhattan","East Village",40.72499,-73.99198,"Entire home/apt",250,6,31,2020-09-07,0.27,1,37
"11846",684808,"Gorgeous NY Studio in Midtown East",3491890,"George Steven","Manhattan","Murray Hill",40.74793,-73.97887,"Entire home/apt",104,30,22,2020-09-07,0.26,6,312
"11847",3760158,"Hey Beautiful Brooklyn Brownstone!",10491406,"Donna","Brooklyn","Prospect Heights",40.67643,-73.96392,"Entire home/apt",320,30,45,2020-09-07,0.59,1,0
"11848",3953314,"Hamiltons Hideway Lower Level Apt NYC",295128,"Carol Gloria","Bronx","Clason Point",40.81167,-73.85387,"Entire home/apt",154,2,23,2020-09-07,0.3,6,313
"11849",4861859,"Clean and quiet room,  Close to Subway and buses",25008474,"Reza","Brooklyn","Flatbush",40.65101,-73.95548,"Private room",45,4,21,2020-09-07,0.27,1,64
"11850",7258864,"No better location in Williamsburg!",2662538,"Conrad","Brooklyn","Williamsburg",40.71578,-73.95691,"Private room",166,1,235,2020-09-07,3.38,1,358
"11851",9427868,"Grand Home On Kissena Park in Flushing NYC",23234988,"Ann","Queens","Flushing",40.75024,-73.80607,"Entire home/apt",514,2,35,2020-09-07,0.78,6,281
"11852",12191010,"Chic Spacious Beachfront House",65482154,"","Queens","Arverne",40.58893,-73.80064,"Entire home/apt",414,30,11,2020-09-07,0.32,2,303
"11853",12252993,"Cozy & Chic Studio Apartment",65968828,"Tracey","Brooklyn","Crown Heights",40.67319,-73.91315,"Entire home/apt",87,30,103,2020-09-07,1.72,1,363
"11854",14243671,"Enjoy ! Endowed Time Square,  NYC ! 57th Floor !",86663984,"Jose Sandy","Manhattan","Hell's Kitchen",40.75829,-73.99336,"Private room",212,3,46,2020-09-07,1.06,1,363
"11855",15431463,"Brooklyn Heights brownstone garden-level studio",2000143,"Steven","Brooklyn","Brooklyn Heights",40.69424,-73.99493,"Entire home/apt",100,3,28,2020-09-07,0.51,1,0
"11856",21850834,"Modern Touch.",159369488,"Tara","Queens","Arverne",40.59707,-73.80273,"Entire home/apt",457,2,29,2020-09-07,0.82,3,221
"11857",23905099,"The Most Delicious Airbnb Ever",24288568,"Micah","Brooklyn","Bedford-Stuyvesant",40.69687,-73.93569,"Private room",103,30,89,2020-09-07,2.4,1,89
"11858",26182768,"Cozy little NYC apartment near Little Italy",21146326,"Olga","Manhattan","Chinatown",40.71836,-73.99654,"Entire home/apt",109,30,17,2020-09-07,0.51,1,0
"11859",27602003,"The Swan Sailboat",361722,"Hannes","Queens","Arverne",40.59537,-73.7889,"Entire home/apt",333,30,14,2020-09-07,0.43,1,90
"11860",28131065,"Beautiful Basement Apt in Fresh Meadows, Queens",86622957,"Gail","Queens","Flushing",40.72666,-73.79265,"Private room",70,30,79,2020-09-07,2.6,1,90
"11861",29054973,"Beautiful Apartment for 3 in NYC w Washer/Dryer",188741104,"Susan","Manhattan","Harlem",40.80826,-73.9416,"Entire home/apt",125,31,57,2020-09-07,1.88,1,365
"11862",30389192,"Fetching FiDi Studio in Luxury Building by Blueground",107434423,"Blueground","Manhattan","Financial District",40.70558,-74.00838,"Entire home/apt",183,30,2,2020-09-07,0.1,266,307
"11863",37058304,"Renovated 4BR, 2 Full Bath with Washer & Dryer",65608448,"Hong","Brooklyn","Crown Heights",40.66651,-73.92978,"Entire home/apt",332,3,2,2020-09-07,0.12,3,330
"11864",37296583,"Comfortable room",279594397,"Abdoulaye","Bronx","Longwood",40.828,-73.90573,"Private room",50,30,8,2020-09-07,0.41,1,365
"11865",37649688,"Roma",599076,"Stephanie","Brooklyn","Williamsburg",40.70714,-73.94393,"Entire home/apt",185,30,1,2020-09-07,0.14,2,29
"11866",37943502,"18-B Quality Cribs Spacious Studio",194940666,"Quality","Queens","Far Rockaway",40.6059,-73.75189,"Entire home/apt",155,30,7,2020-09-07,0.79,2,365
"11867",38317957,"Cozy Room in Quiet Comfy Home in The Bronx",291420067,"Vincent","Bronx","Williamsbridge",40.87712,-73.85696,"Private room",24,30,2,2020-09-07,0.14,1,99
"11868",39946399,"HUUUGE CLOUD room Luxury building - best location!",21496186,"Richard","Manhattan","Chelsea",40.74886,-73.98853,"Private room",174,30,17,2020-09-07,1,6,364
"11869",40821460,"Temporary Home Of Tranquility",317511602,"Tati","Queens","St. Albans",40.69706,-73.75511,"Private room",35,30,10,2020-09-07,0.71,1,61
"11870",41940305,"A diamond in the rough",172894027,"Montise","Manhattan","Harlem",40.82208,-73.93799,"Private room",75,3,2,2020-09-07,0.15,1,87
"11871",42205919,"Spacious, chic Williamsburg apt w/ rooftop",18825679,"Dasha","Brooklyn","Williamsburg",40.71352,-73.94707,"Entire home/apt",135,3,2,2020-09-07,0.15,1,0
"11872",44206134,"Roomy Bright Queen Suite, Free St Parking + Wifi",257766613,"Jeffrey","Queens","Astoria",40.76999,-73.92798,"Entire home/apt",121,1,2,2020-09-07,0.27,3,0
"11873",44392843,"A Large Sunny Private Room",53169195,"Ehssan","Bronx","Fordham",40.85569,-73.90018,"Private room",35,3,1,2020-09-07,0.14,1,0
"11874",44985761,"Cute Studio at Broadway Manhattan",132694041,"Claudia","Manhattan","Midtown",40.7478,-73.98864,"Entire home/apt",230,30,1,2020-09-07,0.14,1,326
"11875",45217392,"New Stay",365260642,"Marina","Brooklyn","Sheepshead Bay",40.58488,-73.9588,"Entire home/apt",135,30,1,2020-09-07,0.14,1,365
"11876",45300663,"5Subway take you to Manhattan Good room",19303369,"Hiroki","Queens","Woodside",40.74125,-73.89591,"Private room",24,30,1,2020-09-07,0.14,120,53
"11877",3605896,"Clean Private Room in Renovated Apartment",1921498,"Pedro Pablo","Manhattan","Washington Heights",40.84407,-73.93504,"Private room",49,21,32,2020-09-08,0.4,2,116
"11878",3652230,"Bay Beauty - Room On The Water!",681225,"Haya","Queens","Rockaway Beach",40.58861,-73.81489,"Private room",121,30,51,2020-09-08,0.73,1,365
"11879",10807838,"Spacious Room Near Public Transport and shopping",55948559,"Barry","Bronx","Pelham Gardens",40.86677,-73.84056,"Private room",35,1,105,2020-09-08,1.8,5,0
"11880",14058880,"Sparkling Clean 1BR at Center of Park Slope",9273392,"Makiko","Brooklyn","Park Slope",40.67188,-73.97789,"Entire home/apt",110,5,82,2020-09-08,1.44,1,4
"11881",18294238,"New tidy  room attached by PRIVATE FULL BATH",120767920,"Jimmy &Cindy","Queens","Flushing",40.75907,-73.81461,"Private room",52,31,109,2020-09-08,2.26,6,180
"11882",19099720,"Cozy Room by  Lincoln Hospital and Yankee Stadium.",23898129,"Toufik","Bronx","Concourse",40.82429,-73.9271,"Private room",75,30,105,2020-09-08,2.25,2,365
"11883",19588669,"30+ Day! Beautiful Cabin by Deck! Near Everything!",137522531,"Alicia","Queens","Flushing",40.75745,-73.80817,"Entire home/apt",74,30,31,2020-09-08,0.71,20,353
"11884",29356679,"Private Room that’s comfortable and convenient",134170699,"Rafa' S","Queens","Elmhurst",40.73572,-73.87828,"Private room",59,3,10,2020-09-08,0.44,2,364
"11885",29572267,"Lovely & Spacious Manhattan Room - Perfect for 2",137358866,"Kaz","Manhattan","Harlem",40.81186,-73.94309,"Private room",35,30,7,2020-09-08,0.27,166,344
"11886",37357947,"(4B) Gorgeous 2 Bedroom Close to Central Park",279451591,"Isaac","Manhattan","East Harlem",40.79578,-73.94563,"Entire home/apt",71,30,4,2020-09-08,0.21,18,1
"11887",38348978,"Cosy studio Grand Central Manhattan",291827066,"Ines","Manhattan","Midtown",40.7527,-73.97237,"Entire home/apt",190,2,31,2020-09-08,1.63,1,61
"11888",38875424,"★ HIP NYC STUDIO W/sleeping loft-central location★",9293730,"Inna","Manhattan","Upper East Side",40.77061,-73.95711,"Entire home/apt",95,30,2,2020-09-08,0.15,25,239
"11889",39321794,"Graz apartment space 1",204934807,"Joseph","Brooklyn","Brownsville",40.65921,-73.91054,"Private room",35,30,3,2020-09-08,0.22,2,90
"11890",39532400,"Spacious 1 Br Apt, 15 minutes to Manhattan",303726828,"Shiraz","Queens","Elmhurst",40.73525,-73.87758,"Entire home/apt",100,30,12,2020-09-08,0.77,1,179
"11891",43374884,"5Subway take you to Manhattan Large room with sofa",19303369,"Hiroki","Queens","Woodside",40.74248,-73.89779,"Private room",27,30,1,2020-09-08,0.14,120,40
"11892",44335848,"632 Studio",99067861,"Eliza Sabet","Manhattan","Midtown",40.74834,-73.98712,"Private room",120,1,1,2020-09-08,0.14,54,42
"11893",44336693,"712 Apartment / Common Bathroom",99067861,"Eliza Sabet","Manhattan","Midtown",40.74646,-73.98853,"Private room",64,1,2,2020-09-08,0.24,54,0
"11894",45001418,"Lower East Side Casa de Namaste",263696378,"Alejandra","Manhattan","East Village",40.72231,-73.9783,"Private room",80,3,2,2020-09-08,0.27,1,180
"11895",8182759,"Original Old Skool 2 Bedroom Brooklyn LOFT",3538661,"Phillip","Brooklyn","Williamsburg",40.71313,-73.96194,"Entire home/apt",300,30,1,2020-09-09,0.14,4,0
"11896",9634588,"Beautiful Brooklyn 2 Bedroom",8132053,"Mike","Brooklyn","Crown Heights",40.67705,-73.95864,"Entire home/apt",143,30,15,2020-09-09,0.25,1,4
"11897",14221071,"Two bedroom near Grand Central with a view!!",7408622,"Jerome","Manhattan","Murray Hill",40.74973,-73.9723,"Entire home/apt",700,5,30,2020-09-09,0.54,1,179
"11898",18753645,"Beautiful Brooklyn Apartment in Prospect Heights!",130473272,"Carla","Brooklyn","Prospect Heights",40.68117,-73.96996,"Entire home/apt",150,2,190,2020-09-09,4.1,1,19
"11899",24119876,"Bay view 3 bedroom retreat",181679481,"Krystle","Queens","Arverne",40.59855,-73.79418,"Entire home/apt",201,3,32,2020-09-09,0.9,1,234
"11900",30126088,"Experience Serernity~Hamilton Heights",178473107,"","Manhattan","Harlem",40.83054,-73.94692,"Private room",125,1,3,2020-09-09,0.11,6,0
"11901",31076667,"Luxury Astoria 1BD apt, 15 min from Manhattan",19630705,"Eugene","Queens","Astoria",40.75779,-73.92856,"Entire home/apt",70,3,8,2020-09-09,0.29,1,0
"11902",33829619,"**Private Room in Newly Renovated Apartment",10149317,"Lana","Queens","Kew Gardens",40.70602,-73.82982,"Private room",49,7,21,2020-09-09,0.87,5,0
"11903",35447708,"Amazing private room!!!near subway & Central Park2",266726110,"Sergii & Nika","Manhattan","Harlem",40.80508,-73.95656,"Private room",48,30,2,2020-09-09,0.21,7,365
"11904",37833931,"有家客居75 This is a semi-basement suite",284126288,"Xin","Queens","Flushing",40.74167,-73.81407,"Private room",80,30,5,2020-09-09,0.25,5,261
"11905",40017332,"COZY shared room for women! KINGS THEATER",222281704,"Ekaterina","Brooklyn","Flatbush",40.64443,-73.95501,"Shared room",25,1,5,2020-09-09,0.33,3,142
"11906",808774,"Chic 1 bd apt in Prime Williamsburg",4255290,"Julia","Brooklyn","Williamsburg",40.71164,-73.96108,"Entire home/apt",135,30,22,2020-09-10,0.23,1,18
"11907",18462718,"tidy room with private full bath。",120767920,"Jimmy &Cindy","Queens","Flushing",40.75553,-73.81361,"Private room",52,2,88,2020-09-10,1.89,6,90
"11908",18666975,"PRIVATE, QUIET, Clean NY APT. 3mins to JFK Airport",125557444,"Dez","Queens","Jamaica",40.67135,-73.77811,"Entire home/apt",83,7,25,2020-09-10,0.53,2,174
"11909",19525455,"LUXURIOUS, TOWNHOME WITH PRIVATE ROOF - 2500 SQ FT",7958923,"Vikas","Brooklyn","Bedford-Stuyvesant",40.69087,-73.94281,"Entire home/apt",10000,3,15,2020-09-10,0.47,2,0
"11910",27491339,"Comfortable Duplex Studio with Balcony! Near train",120643397,"Rachel","Brooklyn","Midwood",40.62251,-73.9741,"Entire home/apt",139,7,76,2020-09-10,2.35,1,0
"11911",36794923,"Beautiful pets friendly all-inclusive apartment",95958773,"Maryna","Brooklyn","Brighton Beach",40.57629,-73.9612,"Entire home/apt",100,5,4,2020-09-10,0.2,2,299
"11912",43053652,"Best town in Queens : Reasonable long term stay",204704622,"Momoyo","Queens","Astoria",40.76196,-73.91701,"Private room",33,30,1,2020-09-10,0.14,94,0
"11913",43374709,"7/E/F/M/R Subway train take you anywhere you want",334163301,"Soya","Queens","Woodside",40.74123,-73.89794,"Private room",26,30,2,2020-09-10,0.23,128,62
"11914",44034872,"Up to 3 bedroom, long term stay, private backyard!",18608785,"Tom","Manhattan","Upper East Side",40.77242,-73.95289,"Entire home/apt",85,28,1,2020-09-10,0.14,1,0
"11915",45224099,"Very Good Location and entire place for you",365337143,"","Queens","Fresh Meadows",40.75232,-73.78042,"Entire home/apt",179,1,1,2020-09-10,0.14,1,0
"11916",2802268,"Beachfront Apartment",5899154,"Ritamisa","Queens","Belle Harbor",40.57804,-73.8394,"Entire home/apt",175,30,87,2020-09-11,1.04,1,326
